Soil,Nitrogen,Phosphorous,Potassium,PH,Rainfall,Temperature,Crop,Fertilizer
Peaty,65,60,45,7.0,900,20,wheat,Urea
Peaty,70,60,45,7.0,900,20,wheat,Urea
Peaty,75,60,45,7.0,900,20,wheat,Urea
Peaty,80,60,45,7.0,900,20,wheat,Urea
Peaty,85,60,45,7.0,900,20,wheat,Urea
Peaty,90,60,45,7.0,900,20,wheat,Urea
Peaty,95,60,45,7.0,900,20,wheat,Urea
Peaty,100,60,45,7.0,900,20,wheat,Urea
Peaty,60,40,55,7.5,1000,25,wheat,Urea
Peaty,65,40,55,7.5,1000,25,wheat,19:19:19 NPK
Peaty,70,40,55,7.5,1000,25,wheat,19:19:19 NPK
Peaty,75,40,55,7.5,1000,25,wheat,19:19:19 NPK
Peaty,80,40,55,7.5,1000,25,wheat,19:19:19 NPK
Peaty,85,40,55,7.5,1000,25,wheat,19:19:19 NPK
Peaty,90,40,55,7.5,1000,25,wheat,19:19:19 NPK
Peaty,95,40,55,7.5,1000,25,wheat,19:19:19 NPK
Peaty,100,40,55,7.5,1000,25,wheat,19:19:19 NPK
Peaty,60,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,65,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,70,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,75,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,80,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,85,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,90,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,95,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,100,45,60,6.0,500,15,wheat,19:19:19 NPK
Peaty,60,50,40,6.5,600,20,wheat,19:19:19 NPK
Peaty,65,50,40,6.5,600,20,wheat,19:19:19 NPK
Peaty,70,50,40,6.5,600,20,wheat,19:19:19 NPK
Peaty,75,50,40,6.5,600,20,wheat,19:19:19 NPK
Peaty,80,50,40,6.5,600,20,wheat,19:19:19 NPK
Peaty,85,50,40,6.5,600,20,wheat,19:19:19 NPK
Peaty,90,50,40,6.5,600,20,wheat,19:19:19 NPK
Peaty,95,50,40,6.5,600,20,wheat,19:19:19 NPK
Peaty,100,50,40,6.5,600,20,wheat,Urea
Peaty,60,55,45,7.0,700,25,wheat,Urea
Peaty,65,55,45,7.0,700,25,wheat,Urea
Peaty,70,55,45,7.0,700,25,wheat,Urea
Peaty,75,55,45,7.0,700,25,wheat,Urea
Peaty,80,55,45,7.0,700,25,wheat,Urea
Peaty,85,55,45,7.0,700,25,wheat,Urea
Peaty,90,55,45,7.0,700,25,wheat,Urea
Peaty,95,55,45,7.0,700,25,wheat,Urea
Peaty,100,55,45,7.0,700,25,wheat,Urea
Peaty,60,60,50,7.5,800,15,wheat,Urea
Peaty,65,60,50,7.5,800,15,wheat,Urea
Peaty,70,60,50,7.5,800,15,wheat,Urea
Peaty,75,60,50,7.5,800,15,wheat,Urea
Peaty,80,60,50,7.5,800,15,wheat,Urea
Peaty,85,60,50,7.5,800,15,wheat,Urea
Peaty,90,60,50,7.5,800,15,wheat,Urea
Peaty,95,60,50,7.5,800,15,wheat,Urea
Peaty,100,60,50,7.5,800,15,wheat,Urea
Peaty,60,40,60,6.0,900,20,wheat,Urea
Peaty,65,40,60,6.0,900,20,wheat,Urea
Peaty,70,40,60,6.0,900,20,wheat,Urea
Peaty,75,40,60,6.0,900,20,wheat,Urea
Peaty,80,40,60,6.0,900,20,wheat,Urea
Peaty,85,40,60,6.0,900,20,wheat,Urea
Peaty,90,40,60,6.0,900,20,wheat,19:19:19 NPK
Peaty,95,40,60,6.0,900,20,wheat,19:19:19 NPK
Peaty,100,40,60,6.0,900,20,wheat,19:19:19 NPK
Peaty,60,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,65,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,70,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,75,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,80,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,85,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,90,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,95,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,100,45,40,6.5,1000,25,wheat,19:19:19 NPK
Peaty,60,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,65,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,70,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,75,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,80,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,85,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,90,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,95,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,100,50,45,7.0,500,15,wheat,19:19:19 NPK
Peaty,60,55,50,7.5,600,20,wheat,19:19:19 NPK
Peaty,65,55,50,7.5,600,20,wheat,19:19:19 NPK
Peaty,70,55,50,7.5,600,20,wheat,19:19:19 NPK
Peaty,75,55,50,7.5,600,20,wheat,19:19:19 NPK
Peaty,80,55,50,7.5,600,20,wheat,Urea
Peaty,85,55,50,7.5,600,20,wheat,Urea
Peaty,90,55,50,7.5,600,20,wheat,Urea
Peaty,95,55,50,7.5,600,20,wheat,Urea
Peaty,100,55,50,7.5,600,20,wheat,Urea
Peaty,60,60,55,6.0,700,25,wheat,Urea
Peaty,65,60,55,6.0,700,25,wheat,Urea
Peaty,70,60,55,6.0,700,25,wheat,Urea
Peaty,75,60,55,6.0,700,25,wheat,Urea
Peaty,80,60,55,6.0,700,25,wheat,Urea
Peaty,85,60,55,6.0,700,25,wheat,Urea
Peaty,90,60,55,6.0,700,25,wheat,Urea
Peaty,95,60,55,6.0,700,25,wheat,Urea
Peaty,100,60,55,6.0,700,25,wheat,Urea
Alkaline,20,30,20,6.0,500,25,groundnut,Chilated Micronutrient
Alkaline,25,30,20,6.0,500,25,groundnut,Chilated Micronutrient
Alkaline,30,30,20,6.0,500,25,groundnut,Chilated Micronutrient
Alkaline,20,35,25,6.5,600,30,groundnut,Chilated Micronutrient
Alkaline,25,35,25,6.5,600,30,groundnut,Chilated Micronutrient
Alkaline,30,35,25,6.5,600,30,groundnut,Chilated Micronutrient
Alkaline,20,40,20,7.0,500,25,groundnut,Chilated Micronutrient
Alkaline,25,40,20,7.0,500,25,groundnut,Chilated Micronutrient
Alkaline,30,40,20,7.0,500,25,groundnut,Chilated Micronutrient
Alkaline,20,30,25,7.5,600,30,groundnut,SSP
Alkaline,25,30,25,7.5,600,30,groundnut,SSP
Alkaline,30,30,25,7.5,600,30,groundnut,SSP
Alkaline,20,35,20,6.0,500,25,groundnut,SSP
Alkaline,25,35,20,6.0,500,25,groundnut,SSP
Alkaline,30,35,20,6.0,500,25,groundnut,SSP
Alkaline,20,40,25,6.5,600,30,groundnut,SSP
Alkaline,25,40,25,6.5,600,30,groundnut,SSP
Alkaline,30,40,25,6.5,600,30,groundnut,SSP
Alkaline,50,25,30,6.0,500,25,groundnut,Chilated Micronutrient
Alkaline,55,25,30,6.0,500,25,groundnut,Chilated Micronutrient
Alkaline,60,25,30,6.0,500,25,groundnut,Chilated Micronutrient
Alkaline,50,30,35,6.5,600,30,groundnut,Chilated Micronutrient
Alkaline,55,30,35,6.5,600,30,groundnut,Chilated Micronutrient
Alkaline,60,30,35,6.5,600,30,groundnut,Chilated Micronutrient
Alkaline,50,25,40,7.0,500,25,groundnut,Chilated Micronutrient
Alkaline,55,25,40,7.0,500,25,groundnut,Chilated Micronutrient
Alkaline,60,25,40,7.0,500,25,groundnut,Chilated Micronutrient
Alkaline,50,30,30,7.5,600,30,groundnut,SSP
Alkaline,55,30,30,7.5,600,30,groundnut,SSP
Alkaline,60,30,30,7.5,600,30,groundnut,SSP
Alkaline,50,25,35,6.0,500,25,groundnut,SSP
Alkaline,55,25,35,6.0,500,25,groundnut,SSP
Alkaline,60,25,35,6.0,500,25,groundnut,SSP
Alkaline,50,30,40,6.5,600,30,groundnut,SSP
Alkaline,55,30,40,6.5,600,30,groundnut,SSP
Alkaline,60,30,40,6.5,600,30,groundnut,SSP
Alkaline,40,20,20,5.5,500,25,groundnut,Chilated Micronutrient
Alkaline,45,20,20,5.5,500,25,groundnut,Chilated Micronutrient
Alkaline,50,20,20,5.5,500,25,groundnut,Chilated Micronutrient
Alkaline,40,30,30,6.0,600,30,groundnut,Chilated Micronutrient
Alkaline,45,30,30,6.0,600,30,groundnut,Chilated Micronutrient
Alkaline,50,30,30,6.0,600,30,groundnut,Chilated Micronutrient
Alkaline,40,20,30,6.5,500,25,groundnut,Chilated Micronutrient
Alkaline,45,20,30,6.5,500,25,groundnut,Chilated Micronutrient
Alkaline,50,20,30,6.5,500,25,groundnut,Chilated Micronutrient
Alkaline,40,30,20,7.0,600,30,groundnut,SSP
Alkaline,45,30,20,7.0,600,30,groundnut,SSP
Alkaline,50,30,20,7.0,600,30,groundnut,SSP
Peaty,120,60,40,6.0,500,20,maize,Urea
Peaty,125,60,40,6.0,500,20,maize,Urea
Peaty,130,60,40,6.0,500,20,maize,Urea
Peaty,135,60,40,6.0,500,20,maize,Urea
Peaty,140,60,40,6.0,500,20,maize,Urea
Peaty,145,60,40,6.0,500,20,maize,Urea
Peaty,150,60,40,6.0,500,20,maize,Urea
Peaty,120,65,45,6.5,600,25,maize,Urea
Peaty,125,65,45,6.5,600,25,maize,Urea
Peaty,130,65,45,6.5,600,25,maize,Urea
Peaty,135,65,45,6.5,600,25,maize,Urea
Peaty,140,65,45,6.5,600,25,maize,Urea
Peaty,145,65,45,6.5,600,25,maize,Urea
Peaty,150,65,45,6.5,600,25,maize,Urea
Peaty,120,70,50,7.0,700,30,maize,Urea
Peaty,125,70,50,7.0,700,30,maize,Urea
Peaty,130,70,50,7.0,700,30,maize,Urea
Peaty,135,70,50,7.0,700,30,maize,Urea
Peaty,140,70,50,7.0,700,30,maize,Urea
Peaty,145,70,50,7.0,700,30,maize,Urea
Peaty,150,70,50,7.0,700,30,maize,Urea
Peaty,120,75,55,7.5,500,20,maize,Urea
Peaty,125,75,55,7.5,500,20,maize,Urea
Peaty,130,75,55,7.5,500,20,maize,Urea
Peaty,135,75,55,7.5,500,20,maize,Urea
Peaty,140,75,55,7.5,500,20,maize,Urea
Peaty,145,75,55,7.5,500,20,maize,Urea
Peaty,150,75,55,7.5,500,20,maize,Urea
Peaty,120,80,60,6.0,600,25,maize,Urea
Peaty,125,80,60,6.0,600,25,maize,Urea
Peaty,130,80,60,6.0,600,25,maize,Urea
Peaty,135,80,60,6.0,600,25,maize,Urea
Peaty,140,80,60,6.0,600,25,maize,Urea
Peaty,145,80,60,6.0,600,25,maize,Urea
Peaty,150,80,60,6.0,600,25,maize,Urea
Peaty,120,60,45,6.5,700,30,maize,SSP
Peaty,125,60,45,6.5,700,30,maize,SSP
Peaty,130,60,45,6.5,700,30,maize,SSP
Peaty,135,60,45,6.5,700,30,maize,SSP
Peaty,140,60,45,6.5,700,30,maize,SSP
Peaty,145,60,45,6.5,700,30,maize,SSP
Peaty,150,60,45,6.5,700,30,maize,SSP
Peaty,120,65,50,7.0,500,20,maize,SSP
Peaty,125,65,50,7.0,500,20,maize,SSP
Peaty,130,65,50,7.0,500,20,maize,SSP
Peaty,135,65,50,7.0,500,20,maize,SSP
Peaty,140,65,50,7.0,500,20,maize,SSP
Peaty,145,65,50,7.0,500,20,maize,SSP
Peaty,150,65,50,7.0,500,20,maize,SSP
Peaty,120,70,55,7.5,600,25,maize,SSP
Peaty,125,70,55,7.5,600,25,maize,SSP
Peaty,130,70,55,7.5,600,25,maize,SSP
Peaty,135,70,55,7.5,600,25,maize,SSP
Peaty,140,70,55,7.5,600,25,maize,SSP
Peaty,145,70,55,7.5,600,25,maize,SSP
Peaty,150,70,55,7.5,600,25,maize,SSP
Peaty,120,75,60,6.0,700,30,maize,SSP
Peaty,125,75,60,6.0,700,30,maize,SSP
Peaty,130,75,60,6.0,700,30,maize,SSP
Peaty,135,75,60,6.0,700,30,maize,SSP
Peaty,140,75,60,6.0,700,30,maize,SSP
Peaty,145,75,60,6.0,700,30,maize,SSP
Peaty,150,75,60,6.0,700,30,maize,SSP
Peaty,120,80,40,6.5,500,20,maize,SSP
Peaty,125,80,40,6.5,500,20,maize,SSP
Peaty,130,80,40,6.5,500,20,maize,SSP
Peaty,135,80,40,6.5,500,20,maize,SSP
Peaty,140,80,40,6.5,500,20,maize,SSP
Peaty,145,80,40,6.5,500,20,maize,SSP
Peaty,150,80,40,6.5,500,20,maize,SSP
Peaty,120,60,50,7.0,600,25,maize,MOP
Peaty,125,60,50,7.0,600,25,maize,MOP
Peaty,130,60,50,7.0,600,25,maize,MOP
Peaty,135,60,50,7.0,600,25,maize,MOP
Peaty,140,60,50,7.0,600,25,maize,MOP
Peaty,145,60,50,7.0,600,25,maize,MOP
Peaty,150,60,50,7.0,600,25,maize,MOP
Peaty,120,65,55,7.5,700,30,maize,MOP
Peaty,125,65,55,7.5,700,30,maize,MOP
Peaty,130,65,55,7.5,700,30,maize,MOP
Peaty,135,65,55,7.5,700,30,maize,MOP
Peaty,140,65,55,7.5,700,30,maize,MOP
Peaty,145,65,55,7.5,700,30,maize,MOP
Peaty,150,65,55,7.5,700,30,maize,MOP
Peaty,120,70,60,6.0,500,20,maize,MOP
Peaty,125,70,60,6.0,500,20,maize,MOP
Peaty,130,70,60,6.0,500,20,maize,MOP
Peaty,135,70,60,6.0,500,20,maize,MOP
Peaty,140,70,60,6.0,500,20,maize,MOP
Peaty,145,70,60,6.0,500,20,maize,MOP
Peaty,150,70,60,6.0,500,20,maize,MOP
Peaty,120,75,40,6.5,600,25,maize,MOP
Peaty,125,75,40,6.5,600,25,maize,MOP
Peaty,130,75,40,6.5,600,25,maize,MOP
Peaty,135,75,40,6.5,600,25,maize,MOP
Peaty,140,75,40,6.5,600,25,maize,MOP
Peaty,145,75,40,6.5,600,25,maize,MOP
Peaty,150,75,40,6.5,600,25,maize,MOP
Peaty,120,80,45,7.0,700,30,maize,MOP
Peaty,125,80,45,7.0,700,30,maize,MOP
Peaty,130,80,45,7.0,700,30,maize,MOP
Peaty,135,80,45,7.0,700,30,maize,MOP
Peaty,140,80,45,7.0,700,30,maize,MOP
Peaty,145,80,45,7.0,700,30,maize,MOP
Peaty,150,80,45,7.0,700,30,maize,MOP
Peaty,120,60,55,7.5,500,20,maize,Urea
Peaty,125,60,55,7.5,500,20,maize,Urea
Peaty,130,60,55,7.5,500,20,maize,Urea
Peaty,135,60,55,7.5,500,20,maize,Urea
Peaty,140,60,55,7.5,500,20,maize,Urea
Peaty,145,60,55,7.5,500,20,maize,Urea
Peaty,150,60,55,7.5,500,20,maize,Urea
Peaty,120,65,60,6.0,600,25,maize,Urea
Peaty,125,65,60,6.0,600,25,maize,Urea
Peaty,130,65,60,6.0,600,25,maize,Urea
Peaty,135,65,60,6.0,600,25,maize,Urea
Peaty,140,65,60,6.0,600,25,maize,Urea
Peaty,145,65,60,6.0,600,25,maize,Urea
Peaty,150,65,60,6.0,600,25,maize,Urea
Peaty,120,70,40,6.5,700,30,maize,Urea
Peaty,125,70,40,6.5,700,30,maize,Urea
Peaty,130,70,40,6.5,700,30,maize,Urea
Peaty,135,70,40,6.5,700,30,maize,Urea
Peaty,140,70,40,6.5,700,30,maize,Urea
Peaty,145,70,40,6.5,700,30,maize,Urea
Peaty,150,70,40,6.5,700,30,maize,Urea
Peaty,120,75,45,7.0,500,20,maize,Urea
Peaty,125,75,45,7.0,500,20,maize,Urea
Peaty,130,75,45,7.0,500,20,maize,Urea
Peaty,135,75,45,7.0,500,20,maize,Urea
Peaty,140,75,45,7.0,500,20,maize,Urea
Peaty,145,75,45,7.0,500,20,maize,Urea
Peaty,150,75,45,7.0,500,20,maize,Urea
Peaty,120,80,50,7.5,600,25,maize,Urea
Peaty,125,80,50,7.5,600,25,maize,Urea
Peaty,130,80,50,7.5,600,25,maize,Urea
Peaty,135,80,50,7.5,600,25,maize,Urea
Peaty,140,80,50,7.5,600,25,maize,Urea
Peaty,145,80,50,7.5,600,25,maize,Urea
Peaty,150,80,50,7.5,600,25,maize,Urea
Peaty,120,60,60,6.0,700,30,maize,SSP
Peaty,125,60,60,6.0,700,30,maize,SSP
Peaty,130,60,60,6.0,700,30,maize,SSP
Peaty,135,60,60,6.0,700,30,maize,SSP
Peaty,140,60,60,6.0,700,30,maize,SSP
Peaty,145,60,60,6.0,700,30,maize,SSP
Peaty,150,60,60,6.0,700,30,maize,SSP
Peaty,120,65,40,6.5,500,20,maize,SSP
Peaty,125,65,40,6.5,500,20,maize,SSP
Peaty,130,65,40,6.5,500,20,maize,SSP
Peaty,135,65,40,6.5,500,20,maize,SSP
Peaty,140,65,40,6.5,500,20,maize,SSP
Peaty,145,65,40,6.5,500,20,maize,SSP
Peaty,150,65,40,6.5,500,20,maize,SSP
Peaty,120,70,45,7.0,600,25,maize,SSP
Peaty,125,70,45,7.0,600,25,maize,SSP
Peaty,130,70,45,7.0,600,25,maize,SSP
Peaty,135,70,45,7.0,600,25,maize,SSP
Peaty,140,70,45,7.0,600,25,maize,SSP
Peaty,145,70,45,7.0,600,25,maize,SSP
Peaty,150,70,45,7.0,600,25,maize,SSP
Peaty,120,75,50,7.5,700,30,maize,SSP
Peaty,125,75,50,7.5,700,30,maize,SSP
Peaty,130,75,50,7.5,700,30,maize,SSP
Peaty,135,75,50,7.5,700,30,maize,SSP
Peaty,140,75,50,7.5,700,30,maize,SSP
Peaty,145,75,50,7.5,700,30,maize,SSP
Peaty,150,75,50,7.5,700,30,maize,SSP
Peaty,120,80,55,6.0,500,20,maize,SSP
Peaty,125,80,55,6.0,500,20,maize,SSP
Peaty,130,80,55,6.0,500,20,maize,SSP
Peaty,135,80,55,6.0,500,20,maize,SSP
Peaty,140,80,55,6.0,500,20,maize,SSP
Peaty,145,80,55,6.0,500,20,maize,SSP
Peaty,150,80,55,6.0,500,20,maize,SSP
Acidic,40,20,20,5.5,300,20,pigeonpeas,Urea
Acidic,45,20,20,5.5,300,20,pigeonpeas,Urea
Acidic,50,20,20,5.5,300,20,pigeonpeas,Urea
Acidic,40,25,25,6.0,400,25,pigeonpeas,Urea
Acidic,45,25,25,6.0,400,25,pigeonpeas,Urea
Acidic,50,25,25,6.0,400,25,pigeonpeas,Urea
Acidic,40,30,30,6.5,300,30,pigeonpeas,Urea
Acidic,45,30,30,6.5,300,30,pigeonpeas,Urea
Acidic,50,30,30,6.5,300,30,pigeonpeas,Urea
Acidic,40,20,25,5.5,400,20,pigeonpeas,MOP
Acidic,45,20,25,5.5,400,20,pigeonpeas,MOP
Acidic,50,20,25,5.5,400,20,pigeonpeas,MOP
Acidic,40,25,30,6.0,300,25,pigeonpeas,MOP
Acidic,45,25,30,6.0,300,25,pigeonpeas,MOP
Acidic,50,25,30,6.0,300,25,pigeonpeas,MOP
Acidic,40,30,20,6.5,400,30,pigeonpeas,MOP
Acidic,45,30,20,6.5,400,30,pigeonpeas,MOP
Acidic,50,30,20,6.5,400,30,pigeonpeas,MOP
Acidic,40,20,30,5.5,300,20,pigeonpeas,SSP
Acidic,45,20,30,5.5,300,20,pigeonpeas,SSP
Acidic,50,20,30,5.5,300,20,pigeonpeas,SSP
Acidic,40,25,20,6.0,400,25,pigeonpeas,SSP
Acidic,45,25,20,6.0,400,25,pigeonpeas,SSP
Acidic,50,25,20,6.0,400,25,pigeonpeas,SSP
Acidic,40,30,25,6.5,300,30,pigeonpeas,SSP
Acidic,45,30,25,6.5,300,30,pigeonpeas,SSP
Acidic,50,30,25,6.5,300,30,pigeonpeas,SSP
Peaty,20,30,20,6.0,800,20,blackgram,Urea
Peaty,25,30,20,6.0,800,20,blackgram,Urea
Peaty,30,30,20,6.0,800,20,blackgram,Urea
Peaty,20,35,25,6.5,900,25,blackgram,Urea
Peaty,25,35,25,6.5,900,25,blackgram,Urea
Peaty,30,35,25,6.5,900,25,blackgram,Urea
Peaty,20,40,30,7.0,1000,20,blackgram,Urea
Peaty,25,40,30,7.0,1000,20,blackgram,Urea
Peaty,30,40,30,7.0,1000,20,blackgram,Urea
Peaty,20,30,25,6.0,800,25,blackgram,SSP
Peaty,25,30,25,6.0,800,25,blackgram,SSP
Peaty,30,30,25,6.0,800,25,blackgram,SSP
Peaty,20,35,30,6.5,900,20,blackgram,SSP
Peaty,25,35,30,6.5,900,20,blackgram,SSP
Peaty,30,35,30,6.5,900,20,blackgram,SSP
Peaty,20,40,20,7.0,1000,25,blackgram,SSP
Peaty,25,40,20,7.0,1000,25,blackgram,SSP
Peaty,30,40,20,7.0,1000,25,blackgram,SSP
Peaty,20,30,30,6.0,800,20,blackgram,DAP
Peaty,25,30,30,6.0,800,20,blackgram,DAP
Peaty,30,30,30,6.0,800,20,blackgram,DAP
Peaty,20,35,20,6.5,900,25,blackgram,DAP
Peaty,25,35,20,6.5,900,25,blackgram,DAP
Peaty,30,35,20,6.5,900,25,blackgram,DAP
Peaty,20,40,25,7.0,1000,20,blackgram,DAP
Peaty,25,40,25,7.0,1000,20,blackgram,DAP
Peaty,30,40,25,7.0,1000,20,blackgram,DAP
Neutral,20,10,5,6.0,600,25,mungbean,MOP
Neutral,25,10,5,6.0,600,25,mungbean,MOP
Neutral,30,10,5,6.0,600,25,mungbean,MOP
Neutral,20,15,10,6.5,700,30,mungbean,MOP
Neutral,25,15,10,6.5,700,30,mungbean,MOP
Neutral,30,15,10,6.5,700,30,mungbean,MOP
Neutral,20,20,15,7.0,800,35,mungbean,MOP
Neutral,25,20,15,7.0,800,35,mungbean,MOP
Neutral,30,20,15,7.0,800,35,mungbean,MOP
Neutral,20,10,10,6.0,600,25,mungbean,Urea
Neutral,25,10,10,6.0,600,25,mungbean,Urea
Neutral,30,10,10,6.0,600,25,mungbean,Urea
Neutral,20,15,15,6.5,700,30,mungbean,Urea
Neutral,25,15,15,6.5,700,30,mungbean,Urea
Neutral,30,15,15,6.5,700,30,mungbean,Urea
Neutral,20,20,5,7.0,800,35,mungbean,Urea
Neutral,25,20,5,7.0,800,35,mungbean,Urea
Neutral,30,20,5,7.0,800,35,mungbean,Urea
Neutral,20,10,15,6.0,600,25,mungbean,SSP
Neutral,25,10,15,6.0,600,25,mungbean,SSP
Neutral,30,10,15,6.0,600,25,mungbean,SSP
Neutral,20,15,5,6.5,700,30,mungbean,SSP
Neutral,25,15,5,6.5,700,30,mungbean,SSP
Neutral,30,15,5,6.5,700,30,mungbean,SSP
Neutral,20,20,10,7.0,800,35,mungbean,SSP
Neutral,25,20,10,7.0,800,35,mungbean,SSP
Neutral,30,20,10,7.0,800,35,mungbean,SSP
Alkaline,40,25,10,6.0,600,20,chickpea,18:46:00 NPK
Alkaline,45,25,10,6.0,600,20,chickpea,18:46:00 NPK
Alkaline,50,25,10,6.0,600,20,chickpea,18:46:00 NPK
Alkaline,40,30,15,6.5,700,25,chickpea,18:46:00 NPK
Alkaline,45,30,15,6.5,700,25,chickpea,18:46:00 NPK
Alkaline,50,30,15,6.5,700,25,chickpea,18:46:00 NPK
Alkaline,40,25,15,6.0,600,20,chickpea,Sulphur
Alkaline,45,25,15,6.0,600,20,chickpea,Sulphur
Alkaline,50,25,15,6.0,600,20,chickpea,Sulphur
Alkaline,40,30,10,6.5,700,25,chickpea,Sulphur
Alkaline,45,30,10,6.5,700,25,chickpea,Sulphur
Alkaline,50,30,10,6.5,700,25,chickpea,Sulphur
Loamy,40,20,20,6.0,600,20,lentil,Urea
Loamy,45,20,20,6.0,600,20,lentil,Urea
Loamy,50,20,20,6.0,600,20,lentil,Urea
Loamy,40,25,25,6.5,700,25,lentil,Urea
Loamy,45,25,25,6.5,700,25,lentil,Urea
Loamy,50,25,25,6.5,700,25,lentil,Urea
Loamy,40,20,25,6.0,600,20,lentil,DAP
Loamy,45,20,25,6.0,600,20,lentil,DAP
Loamy,50,20,25,6.0,600,20,lentil,DAP
Loamy,40,25,20,6.5,700,25,lentil,DAP
Loamy,45,25,20,6.5,700,25,lentil,DAP
Loamy,50,25,20,6.5,700,25,lentil,DAP
Alkaline,100,60,60,7.5,500,10,cotton,Magnesium Sulphate
Alkaline,105,60,60,7.5,500,10,cotton,Magnesium Sulphate
Alkaline,110,60,60,7.5,500,10,cotton,Magnesium Sulphate
Alkaline,115,60,60,7.5,500,10,cotton,Magnesium Sulphate
Alkaline,120,60,60,7.5,500,10,cotton,Magnesium Sulphate
Alkaline,100,65,65,8.0,600,15,cotton,Magnesium Sulphate
Alkaline,105,65,65,8.0,600,15,cotton,Magnesium Sulphate
Alkaline,110,65,65,8.0,600,15,cotton,Magnesium Sulphate
Alkaline,115,65,65,8.0,600,15,cotton,Magnesium Sulphate
Alkaline,120,65,65,8.0,600,15,cotton,Magnesium Sulphate
Alkaline,100,70,70,8.5,500,20,cotton,Magnesium Sulphate
Alkaline,105,70,70,8.5,500,20,cotton,Magnesium Sulphate
Alkaline,110,70,70,8.5,500,20,cotton,Magnesium Sulphate
Alkaline,115,70,70,8.5,500,20,cotton,Magnesium Sulphate
Alkaline,120,70,70,8.5,500,20,cotton,Magnesium Sulphate
Alkaline,100,75,75,7.5,600,25,cotton,Magnesium Sulphate
Alkaline,105,75,75,7.5,600,25,cotton,Magnesium Sulphate
Alkaline,110,75,75,7.5,600,25,cotton,Magnesium Sulphate
Alkaline,115,75,75,7.5,600,25,cotton,Magnesium Sulphate
Alkaline,120,75,75,7.5,600,25,cotton,Magnesium Sulphate
Alkaline,100,80,80,8.0,500,30,cotton,Magnesium Sulphate
Alkaline,105,80,80,8.0,500,30,cotton,Magnesium Sulphate
Alkaline,110,80,80,8.0,500,30,cotton,Magnesium Sulphate
Alkaline,115,80,80,8.0,500,30,cotton,Magnesium Sulphate
Alkaline,120,80,80,8.0,500,30,cotton,Magnesium Sulphate
Alkaline,100,60,65,8.5,600,10,cotton,DAP
Alkaline,105,60,65,8.5,600,10,cotton,DAP
Alkaline,110,60,65,8.5,600,10,cotton,DAP
Alkaline,115,60,65,8.5,600,10,cotton,DAP
Alkaline,120,60,65,8.5,600,10,cotton,DAP
Alkaline,100,65,70,7.5,500,15,cotton,DAP
Alkaline,105,65,70,7.5,500,15,cotton,DAP
Alkaline,110,65,70,7.5,500,15,cotton,DAP
Alkaline,115,65,70,7.5,500,15,cotton,DAP
Alkaline,120,65,70,7.5,500,15,cotton,DAP
Alkaline,100,70,75,8.0,600,20,cotton,DAP
Alkaline,105,70,75,8.0,600,20,cotton,DAP
Alkaline,110,70,75,8.0,600,20,cotton,DAP
Alkaline,115,70,75,8.0,600,20,cotton,DAP
Alkaline,120,70,75,8.0,600,20,cotton,DAP
Alkaline,100,75,80,8.5,500,25,cotton,DAP
Alkaline,105,75,80,8.5,500,25,cotton,DAP
Alkaline,110,75,80,8.5,500,25,cotton,DAP
Alkaline,115,75,80,8.5,500,25,cotton,DAP
Alkaline,120,75,80,8.5,500,25,cotton,DAP
Alkaline,100,80,60,7.5,600,30,cotton,DAP
Alkaline,105,80,60,7.5,600,30,cotton,DAP
Alkaline,110,80,60,7.5,600,30,cotton,DAP
Alkaline,115,80,60,7.5,600,30,cotton,DAP
Alkaline,120,80,60,7.5,600,30,cotton,DAP
Alkaline,100,60,70,8.0,500,10,cotton,12:32:16 NPK
Alkaline,105,60,70,8.0,500,10,cotton,12:32:16 NPK
Alkaline,110,60,70,8.0,500,10,cotton,12:32:16 NPK
Alkaline,115,60,70,8.0,500,10,cotton,12:32:16 NPK
Alkaline,120,60,70,8.0,500,10,cotton,12:32:16 NPK
Alkaline,100,65,75,8.5,600,15,cotton,12:32:16 NPK
